Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
2,"PB1,PB1-F2",CY130507,Yes,2316,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01681R0/2010
6,NA,CY130503,Yes,1410,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01681R0/2010
1,PB2,CY130516,Yes,2316,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
7,"M1,M2",CY130510,Yes,1002,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
6,NA,CY130511,Yes,1410,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
2,"PB1,PB1-F2",CY130515,Yes,2316,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
8,"NS1,NS2",CY130513,Yes,851,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
3,"PA,PA-X protein(+61)",CY130514,Yes,2208,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
4,HA,CY130509,Yes,1732,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
5,NP,CY130512,Yes,1507,H16N3,9/8/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01700R0/2010
5,NP,CY130520,Yes,1507,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
8,"NS1,NS2",CY130521,Yes,851,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
7,"M1,M2",CY130518,Yes,1002,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
4,HA,CY130517,Yes,1732,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
3,"PA,PA-X protein(+61)",CY130522,Yes,2208,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
6,NA,CY130519,Yes,1410,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
1,PB2,CY130524,Yes,2316,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
2,"PB1,PB1-F2",CY130523,Yes,2316,H16N3,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01811R0/2010
7,"M1,M2",CY125743,Yes,1002,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
3,"PA,PA-X protein(+61)",CY125747,Yes,2208,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
2,"PB1,PB1-F2",CY125748,Yes,2316,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
1,PB2,CY125749,Yes,2307,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
5,NP,CY125745,Yes,1540,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
6,NA,CY125744,Yes,1422,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
8,"NS1,NS2",CY125746,Yes,865,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
4,HA,CY125742,Yes,1709,H11N9,9/9/2010,IRD:Gull/Avian,USA,Unknown,-N/A-,A/glaucous-winged gull/Southeastern Alaska/10JR01856R0/2010
2,"PB1,PB1-F2",CY130346,Yes,2316,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
8,"NS1,NS2",CY130344,Yes,865,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
3,"PA,PA-X protein(+61)",CY130345,Yes,2208,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
5,NP,CY130343,Yes,1540,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
7,"M1,M2",CY130341,Yes,1002,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
6,NA,CY130342,Yes,1440,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
1,PB2,CY130347,Yes,2316,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
4,HA,CY130340,Yes,1742,H13N6,8/19/2009,IRD:Gull/Avian,USA,Unknown,9-Aug,A/glaucous-winged gull/Southeastern Alaska/9JR0822R0/2009
2,PB1,CY083318,Yes,2277,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
5,NP,CY083321,Yes,1497,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
3,"PA,PA-X protein(+41)",CY083319,Yes,2151,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
4,HA,CY083320,Yes,1701,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
7,"M1,M2",CY083323,Yes,982,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
6,NA,CY083322,Yes,1410,H1N1,7/13/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1652P/2009
5,NP,CY083400,Yes,1497,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
8,"NS1,NS2",CY083403,Yes,847,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
3,"PA,PA-X protein(+41)",CY083398,Yes,2151,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
6,NA,CY083401,Yes,1410,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
2,PB1,CY083397,Yes,2277,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
1,PB2,CY083396,Yes,2280,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
7,"M1,M2",CY083402,Yes,982,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
4,HA,CY083399,Yes,1701,H1N1,9/9/2009,IRD:Human,USA,Unknown,9-Aug,A/Great Lakes/WRAIR1664P/2009
3,"PA,PA-X protein(+61)",CY097314,Yes,2208,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
6,NA,CY097311,Yes,1430,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
5,NP,CY097312,Yes,1537,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
1,PB2,CY097316,Yes,2316,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
8,"NS1,NS2",CY097313,Yes,865,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
7,"M1,M2",CY097310,Yes,988,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
2,"PB1,PB1-F2",CY097315,Yes,2316,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
4,HA,CY097309,Yes,1709,H11N9,12/6/2009,IRD:Greater Scaup/Avian,USA,Wisconsin,10-Sep,A/greater scaup/Wisconsin/4234/2009(H11N9)
4,HA,CY132629,Yes,1701,(H6),12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
1,PB2,CY132637,Yes,2316,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
5,NP,CY132633,Yes,1534,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
3,"PA,PA-X protein(+61)",CY132635,Yes,2208,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
2,"PB1,PB1-F2",CY132636,Yes,2307,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
6,NA,CY132631,Yes,1433,(N1),12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
8,"NS1,NS2",CY132634,Yes,865,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
7,"M1,M2",CY132630,Yes,1002,mixed,12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
6,NA,CY132632,Yes,1387,(N7),12/5/2010,IRD:Greater White-Fronted Goose/Avian,USA,California,11-Oct,A/greater white-fronted goose/California/3778/2010
4,HA,CY138700,Yes,1740,(H3),8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
8,"NS1,NS2",CY138707,Yes,865,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
1,PB2,CY138711,Yes,2316,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
6,NA,CY138704,Yes,1433,(N1),8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
7,"M1,M2",CY138702,Yes,1002,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
3,"PA,PA-X protein(+61)",CY138708,Yes,2195,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
2,"PB1,PB1-F2",CY138710,Yes,2316,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
6,NA,CY138703,Yes,1424,(N8),8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
3,"PA,PA-X protein(+61)",CY138709,Yes,2208,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
5,NP,CY138705,Yes,1531,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
8,"NS1,NS2",CY138706,Yes,865,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
4,HA,CY138701,Yes,1746,(H1),8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
1,PB2,CY138712,Yes,2307,mixed,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00331/2010
6,NA,CY138715,Yes,1422,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
8,"NS1,NS2",CY138717,Yes,853,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
5,NP,CY138716,Yes,1531,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
7,"M1,M2",CY138714,Yes,1002,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
4,HA,CY138713,Yes,1746,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
3,"PA,PA-X protein(+61)",CY138718,Yes,2195,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
1,PB2,CY138720,Yes,2307,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
2,"PB1,PB1-F2",CY138719,Yes,2316,H1N1,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00333/2010
6,NA,CY138723,Yes,1424,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
3,"PA,PA-X protein(+61)",CY138726,Yes,2208,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
7,"M1,M2",CY138722,Yes,1002,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
8,"NS1,NS2",CY138725,Yes,865,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
5,NP,CY138724,Yes,1531,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
1,PB2,CY138728,Yes,2307,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
2,"PB1,PB1-F2",CY138727,Yes,2316,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
4,HA,CY138721,Yes,1740,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00335/2010
5,NP,CY138732,Yes,1540,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
6,NA,CY138731,Yes,1424,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
4,HA,CY138729,Yes,1740,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
7,"M1,M2",CY138730,Yes,1002,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
2,"PB1,PB1-F2",CY138735,Yes,2316,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
3,"PA,PA-X protein(+61)",CY138734,Yes,2201,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
8,"NS1,NS2",CY138733,Yes,855,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
1,PB2,CY138736,Yes,2292,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00336/2010
8,"NS1,NS2",CY138838,Yes,865,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
3,"PA,PA-X protein(+61)",CY138839,Yes,2201,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
6,NA,CY138836,Yes,1433,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
5,NP,CY138837,Yes,1530,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
4,HA,CY138834,Yes,1706,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
7,"M1,M2",CY138835,Yes,1002,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
1,PB2,CY138841,Yes,2316,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
2,"PB1,PB1-F2",CY138840,Yes,2316,H7N7,8/9/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/New Brunswick/00392/2010
1,PB2,CY125388,Yes,2316,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
3,"PA,PA-X protein(+61)",CY125386,Yes,2208,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
5,NP,CY125384,Yes,1537,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
2,"PB1,PB1-F2",CY125387,Yes,2316,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
7,"M1,M2",CY125382,Yes,1002,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
6,NA,CY125383,Yes,1424,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
8,"NS1,NS2",CY125385,Yes,865,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
4,HA,CY125381,Yes,1740,H3N8,8/14/2009,IRD:Green-winged Teal/Avian,Canada,-N/A-,9-Aug,A/green-winged teal/New Brunswick/03483/2009
3,"PA,PA-X protein(+61)",CY138798,Yes,2208,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
5,NP,CY138796,Yes,1529,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
1,PB2,CY138800,Yes,2307,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
7,"M1,M2",CY138794,Yes,1002,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
8,"NS1,NS2",CY138797,Yes,865,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
4,HA,CY138793,Yes,1740,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
6,NA,CY138795,Yes,1424,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
2,"PB1,PB1-F2",CY138799,Yes,2316,H3N8,8/8/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Nova Scotia/00354/2010
1,PB2,CY139294,Yes,2307,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
5,NP,CY139290,Yes,1540,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
2,"PB1,PB1-F2",CY139293,Yes,2314,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
3,"PA,PA-X protein(+61)",CY139292,Yes,2208,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
7,"M1,M2",CY139288,Yes,1002,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
6,NA,CY139289,Yes,1413,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
8,"NS1,NS2",CY139291,Yes,865,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
4,HA,CY139287,Yes,1737,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00838/2010
1,PB2,CY139302,Yes,2307,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
3,"PA,PA-X protein(+61)",CY139300,Yes,2201,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
8,"NS1,NS2",CY139299,Yes,865,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
5,NP,CY139298,Yes,1540,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
6,NA,CY139297,Yes,1413,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
7,"M1,M2",CY139296,Yes,1002,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
2,"PB1,PB1-F2",CY139301,Yes,2316,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
4,HA,CY139295,Yes,1725,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00839/2010
5,NP,CY139306,Yes,1540,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
3,"PA,PA-X protein(+61)",CY139308,Yes,2208,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
2,"PB1,PB1-F2",CY139309,Yes,2316,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
4,HA,CY139303,Yes,1737,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
8,"NS1,NS2",CY139307,Yes,865,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
6,NA,CY139305,Yes,1413,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
7,"M1,M2",CY139304,Yes,1002,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
1,PB2,CY139310,Yes,2307,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00840/2010
3,"PA,PA-X protein(+61)",CY139316,Yes,2208,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
5,NP,CY139314,Yes,1540,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
2,"PB1,PB1-F2",CY139317,Yes,2316,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
4,HA,CY139311,Yes,1737,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
6,NA,CY139313,Yes,1413,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
7,"M1,M2",CY139312,Yes,1002,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
1,PB2,CY139318,Yes,2307,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
8,"NS1,NS2",CY139315,Yes,865,H3N8,9/2/2010,IRD:Green-winged Teal/Avian,Canada,-N/A-,-N/A-,A/green-winged teal/Prince Edward Island/00841/2010
